Identifier,Taxa1,Taxa2,Taxa3
SMGC_1779,Virus,Siphoviridae,Siphoviridae
SMGC_1751,Virus,Siphoviridae,Siphoviridae
SMGC_1739,Virus,Siphoviridae,Siphoviridae
SMGC_1782,Virus,Myoviridae,Myoviridae
SMGC_1783,Virus,Siphoviridae,Siphoviridae
SMGC_1784,Virus,Siphoviridae,Siphoviridae
SMGC_1785,Virus,Siphoviridae,Siphoviridae
SMGC_1786,Virus,Myoviridae,Myoviridae
SMGC_1787,Virus,Myoviridae,Myoviridae
SMGC_1788,Virus,Siphoviridae,Siphoviridae
SMGC_1748,Virus,Siphoviridae,Siphoviridae
SMGC_1790,Virus,Unassigned,Unassigned
SMGC_1791,Virus,Myoviridae,Myoviridae
SMGC_1792,Virus,Siphoviridae,Siphoviridae
SMGC_1793,Virus,Unassigned,Unassigned
SMGC_1794,Virus,Siphoviridae,Siphoviridae
SMGC_1795,Virus,Siphoviridae,Siphoviridae
SMGC_1796,Virus,Siphoviridae,Siphoviridae
SMGC_1797,Virus,Siphoviridae,Siphoviridae
SMGC_1758,Virus,Siphoviridae,Siphoviridae
SMGC_1757,Virus,Other,Other
SMGC_1756,Virus,Siphoviridae,Siphoviridae
SMGC_1759,Virus,Siphoviridae,Siphoviridae
SMGC_1802,Virus,Siphoviridae,Siphoviridae
SMGC_1747,Virus,Podoviridae,Podoviridae
SMGC_1762,Virus,Siphoviridae,Siphoviridae
SMGC_1763,Virus,Siphoviridae,Siphoviridae
SMGC_1742,Virus,Siphoviridae,Siphoviridae
SMGC_1738,Virus,Siphoviridae,Siphoviridae
SMGC_1740,Virus,Siphoviridae,Siphoviridae
SMGC_1737,Virus,Poxviridae,Poxviridae
SMGC_1755,Virus,Siphoviridae,Siphoviridae
SMGC_1743,Virus,Other,Other
SMGC_1744,Virus,Myoviridae,Myoviridae
SMGC_1745,Virus,Siphoviridae,Siphoviridae
SMGC_1746,Virus,Siphoviridae,Siphoviridae
SMGC_1760,Virus,Siphoviridae,Siphoviridae
SMGC_1736,Virus,Siphoviridae,Siphoviridae
SMGC_1749,Virus,Siphoviridae,Siphoviridae
SMGC_1750,Virus,Siphoviridae,Siphoviridae
SMGC_1819,Virus,Siphoviridae,Siphoviridae
SMGC_1820,Virus,Myoviridae,Myoviridae
SMGC_1821,Virus,Siphoviridae,Siphoviridae
SMGC_1822,Virus,Myoviridae,Myoviridae
SMGC_1823,Virus,Siphoviridae,Siphoviridae
SMGC_1824,Virus,Siphoviridae,Siphoviridae
SMGC_1825,Virus,Siphoviridae,Siphoviridae
SMGC_1826,Virus,Siphoviridae,Siphoviridae
SMGC_1827,Virus,Siphoviridae,Siphoviridae
SMGC_1828,Virus,Siphoviridae,Siphoviridae
SMGC_1789,Virus,Other,Other
SMGC_1830,Virus,Siphoviridae,Siphoviridae
SMGC_1831,Virus,Unassigned,Unassigned
SMGC_1832,Virus,Siphoviridae,Siphoviridae
SMGC_1752,Virus,Unassigned,Unassigned
SMGC_1753,Virus,Siphoviridae,Siphoviridae
SMGC_1754,Virus,Siphoviridae,Siphoviridae
SMGC_1836,Virus,Siphoviridae,Siphoviridae
SMGC_1837,Virus,Siphoviridae,Siphoviridae
SMGC_1798,Virus,Siphoviridae,Siphoviridae
SMGC_1799,Virus,Other,Other
SMGC_1800,Virus,Siphoviridae,Siphoviridae
SMGC_1801,Virus,Siphoviridae,Siphoviridae
SMGC_1761,Virus,Siphoviridae,Siphoviridae
SMGC_1803,Virus,Siphoviridae,Siphoviridae
SMGC_1764,Virus,Siphoviridae,Siphoviridae
SMGC_1805,Virus,Podoviridae,Podoviridae
SMGC_1806,Virus,Siphoviridae,Siphoviridae
SMGC_1807,Virus,Siphoviridae,Siphoviridae
SMGC_1808,Virus,Podoviridae,Podoviridae
SMGC_1809,Virus,Myoviridae,Myoviridae
SMGC_1810,Virus,Siphoviridae,Siphoviridae
SMGC_1811,Virus,Siphoviridae,Siphoviridae
SMGC_1812,Virus,Siphoviridae,Siphoviridae
SMGC_1813,Virus,Siphoviridae,Siphoviridae
SMGC_1814,Virus,Siphoviridae,Siphoviridae
SMGC_1815,Virus,Siphoviridae,Siphoviridae
SMGC_1816,Virus,Siphoviridae,Siphoviridae
SMGC_1817,Virus,Siphoviridae,Siphoviridae
SMGC_1818,Virus,Siphoviridae,Siphoviridae
SMGC_1859,Virus,Podoviridae,Podoviridae
SMGC_1860,Virus,Myoviridae,Myoviridae
SMGC_1861,Virus,Siphoviridae,Siphoviridae
SMGC_1741,Virus,Other,Other
SMGC_1863,Virus,Siphoviridae,Siphoviridae
SMGC_1864,Virus,Myoviridae,Myoviridae
SMGC_1865,Virus,Other,Other
SMGC_1862,Virus,Unassigned,Unassigned
SMGC_1867,Virus,Other,Other
SMGC_1868,Virus,Siphoviridae,Siphoviridae
SMGC_1829,Virus,Siphoviridae,Siphoviridae
SMGC_1857,Virus,Siphoviridae,Siphoviridae
SMGC_1871,Virus,Siphoviridae,Siphoviridae
SMGC_1872,Virus,Siphoviridae,Siphoviridae
SMGC_1833,Virus,Other,Other
SMGC_1834,Virus,Podoviridae,Podoviridae
SMGC_1835,Virus,Siphoviridae,Siphoviridae
SMGC_1876,Virus,Unassigned,Unassigned
SMGC_1873,Virus,Other,Other
SMGC_1838,Virus,Other,Other
SMGC_1839,Virus,Siphoviridae,Siphoviridae
SMGC_1840,Virus,Other,Other
SMGC_1841,Virus,Papillomaviridae,Papillomaviridae
SMGC_1842,Virus,Unassigned,Unassigned
SMGC_1843,Virus,Myoviridae,Myoviridae
SMGC_1804,Virus,Siphoviridae,Siphoviridae
SMGC_1845,Virus,Papillomaviridae,Papillomaviridae
SMGC_1846,Virus,Other,Other
SMGC_1847,Virus,Other,Other
SMGC_1848,Virus,Other,Other
SMGC_1849,Virus,Myoviridae,Myoviridae
SMGC_1850,Virus,Siphoviridae,Siphoviridae
SMGC_1851,Virus,Siphoviridae,Siphoviridae
SMGC_1852,Virus,Siphoviridae,Siphoviridae
SMGC_1853,Virus,Siphoviridae,Siphoviridae
SMGC_1854,Virus,Unassigned,Unassigned
SMGC_1855,Virus,Other,Other
SMGC_1856,Virus,Other,Other
SMGC_1844,Virus,Unassigned,Unassigned
SMGC_1858,Virus,Myoviridae,Myoviridae
SMGC_1869,Virus,Unassigned,Unassigned
SMGC_1866,Virus,Siphoviridae,Siphoviridae
SMGC_1780,Virus,Other,Other
SMGC_1781,Virus,Siphoviridae,Siphoviridae
SMGC_1874,Virus,Other,Other
SMGC_1870,Virus,Siphoviridae,Siphoviridae
SMGC_1875,Virus,Podoviridae,Podoviridae
SMGC_1878,Virus,Podoviridae,Podoviridae
SMGC_1877,Virus,Siphoviridae,Siphoviridae
SMGC_1886,Virus,Siphoviridae,Siphoviridae
SMGC_1882,Virus,Siphoviridae,Siphoviridae
SMGC_1884,Virus,Myoviridae,Myoviridae
SMGC_1881,Virus,Siphoviridae,Siphoviridae
SMGC_1887,Virus,Unassigned,Unassigned
SMGC_1889,Virus,Siphoviridae,Siphoviridae
SMGC_1880,Virus,Phycodnaviridae,Phycodnaviridae
SMGC_1879,Virus,Siphoviridae,Siphoviridae
SMGC_1890,Virus,Siphoviridae,Siphoviridae
SMGC_1891,Virus,Siphoviridae,Siphoviridae
SMGC_1885,Virus,Myoviridae,Myoviridae
SMGC_1888,Virus,Other,Other
SMGC_1883,Virus,Siphoviridae,Siphoviridae
SMGC_1897,Virus,Myoviridae,Myoviridae
SMGC_1894,Virus,Siphoviridae,Siphoviridae
SMGC_1910,Virus,Siphoviridae,Siphoviridae
SMGC_1900,Virus,Siphoviridae,Siphoviridae
SMGC_1901,Virus,Unassigned,Unassigned
SMGC_1899,Virus,Siphoviridae,Siphoviridae
SMGC_1908,Virus,Siphoviridae,Siphoviridae
SMGC_1904,Virus,Siphoviridae,Siphoviridae
SMGC_1895,Virus,Unassigned,Unassigned
SMGC_1893,Virus,Siphoviridae,Siphoviridae
SMGC_1911,Virus,Siphoviridae,Siphoviridae
SMGC_1909,Virus,Siphoviridae,Siphoviridae
SMGC_1906,Virus,Myoviridae,Myoviridae
SMGC_1898,Virus,Siphoviridae,Siphoviridae
SMGC_1907,Virus,Siphoviridae,Siphoviridae
SMGC_1903,Virus,Siphoviridae,Siphoviridae
SMGC_1905,Virus,Other,Other
SMGC_1902,Virus,Other,Other
SMGC_1892,Virus,Other,Other
SMGC_1896,Virus,Unassigned,Unassigned
SMGC_1912,Virus,Other,Other
SMGC_1913,Virus,Siphoviridae,Siphoviridae
SMGC_1914,Virus,Parvoviridae,Parvoviridae
SMGC_1927,Virus,Siphoviridae,Siphoviridae
SMGC_1928,Virus,Siphoviridae,Siphoviridae
SMGC_1925,Virus,Siphoviridae,Siphoviridae
SMGC_1934,Virus,Siphoviridae,Siphoviridae
SMGC_1931,Virus,Siphoviridae,Siphoviridae
SMGC_1932,Virus,Siphoviridae,Siphoviridae
SMGC_1924,Virus,Siphoviridae,Siphoviridae
SMGC_1915,Virus,Siphoviridae,Siphoviridae
SMGC_1935,Virus,Siphoviridae,Siphoviridae
SMGC_1936,Virus,Siphoviridae,Siphoviridae
SMGC_1917,Virus,Other,Other
SMGC_1923,Virus,Siphoviridae,Siphoviridae
SMGC_1922,Virus,Siphoviridae,Siphoviridae
SMGC_1937,Virus,Siphoviridae,Siphoviridae
SMGC_1933,Virus,Alloherpesviridae,Alloherpesviridae
SMGC_1919,Virus,Other,Other
SMGC_1920,Virus,Siphoviridae,Siphoviridae
SMGC_1921,Virus,Siphoviridae,Siphoviridae
SMGC_1926,Virus,Unassigned,Unassigned
SMGC_1929,Virus,Siphoviridae,Siphoviridae
SMGC_1916,Virus,Siphoviridae,Siphoviridae
SMGC_1918,Virus,Unassigned,Unassigned
SMGC_1930,Virus,Myoviridae,Myoviridae
SMGC_1953,Virus,Siphoviridae,Siphoviridae
SMGC_1944,Virus,Siphoviridae,Siphoviridae
SMGC_1941,Virus,Siphoviridae,Siphoviridae
SMGC_1943,Virus,Siphoviridae,Siphoviridae
SMGC_1955,Virus,Siphoviridae,Siphoviridae
SMGC_1954,Virus,Siphoviridae,Siphoviridae
SMGC_1942,Virus,Siphoviridae,Siphoviridae
SMGC_1947,Virus,Siphoviridae,Siphoviridae
SMGC_1948,Virus,Siphoviridae,Siphoviridae
SMGC_1949,Virus,Siphoviridae,Siphoviridae
SMGC_1946,Virus,Myoviridae,Myoviridae
SMGC_1938,Virus,Siphoviridae,Siphoviridae
SMGC_1952,Virus,Unassigned,Unassigned
SMGC_1950,Virus,Myoviridae,Myoviridae
SMGC_1945,Virus,Siphoviridae,Siphoviridae
SMGC_1939,Virus,Other,Other
SMGC_1956,Virus,Other,Other
SMGC_1951,Virus,Other,Other
SMGC_1940,Virus,Siphoviridae,Siphoviridae
SMGC_1965,Virus,Siphoviridae,Siphoviridae
SMGC_1972,Virus,Other,Other
SMGC_1973,Virus,Siphoviridae,Siphoviridae
SMGC_1967,Virus,Siphoviridae,Siphoviridae
SMGC_1957,Virus,Unassigned,Unassigned
SMGC_1962,Virus,Myoviridae,Myoviridae
SMGC_1969,Virus,Siphoviridae,Siphoviridae
SMGC_1968,Virus,Myoviridae,Myoviridae
SMGC_1970,Virus,Other,Other
SMGC_1959,Virus,Siphoviridae,Siphoviridae
SMGC_1958,Virus,Other,Other
SMGC_1971,Virus,Myoviridae,Myoviridae
SMGC_1964,Virus,Other,Other
SMGC_1963,Virus,Unassigned,Unassigned
SMGC_1960,Virus,Siphoviridae,Siphoviridae
SMGC_1961,Virus,Siphoviridae,Siphoviridae
SMGC_1966,Virus,Myoviridae,Myoviridae
SMGC_1975,Virus,Siphoviridae,Siphoviridae
SMGC_1983,Virus,Siphoviridae,Siphoviridae
SMGC_1976,Virus,Siphoviridae,Siphoviridae
SMGC_1979,Virus,Siphoviridae,Siphoviridae
SMGC_1984,Virus,Siphoviridae,Siphoviridae
SMGC_1980,Virus,Siphoviridae,Siphoviridae
SMGC_1974,Virus,Siphoviridae,Siphoviridae
SMGC_1982,Virus,Siphoviridae,Siphoviridae
SMGC_1987,Virus,Siphoviridae,Siphoviridae
SMGC_1977,Virus,Siphoviridae,Siphoviridae
SMGC_1978,Virus,Siphoviridae,Siphoviridae
SMGC_1985,Virus,Siphoviridae,Siphoviridae
SMGC_1986,Virus,Siphoviridae,Siphoviridae
SMGC_1981,Virus,Siphoviridae,Siphoviridae
SMGC_1990,Virus,Siphoviridae,Siphoviridae
SMGC_1993,Virus,Siphoviridae,Siphoviridae
SMGC_1992,Virus,Siphoviridae,Siphoviridae
SMGC_2003,Virus,Siphoviridae,Siphoviridae
SMGC_2004,Virus,Siphoviridae,Siphoviridae
SMGC_1997,Virus,Siphoviridae,Siphoviridae
SMGC_1989,Virus,Siphoviridae,Siphoviridae
SMGC_2006,Virus,Siphoviridae,Siphoviridae
SMGC_1998,Virus,Siphoviridae,Siphoviridae
SMGC_2000,Virus,Myoviridae,Myoviridae
SMGC_2001,Virus,Siphoviridae,Siphoviridae
SMGC_2002,Virus,Siphoviridae,Siphoviridae
SMGC_1999,Virus,Siphoviridae,Siphoviridae
SMGC_1991,Virus,Siphoviridae,Siphoviridae
SMGC_2005,Virus,Siphoviridae,Siphoviridae
SMGC_1988,Virus,Siphoviridae,Siphoviridae
SMGC_2007,Virus,Unassigned,Unassigned
SMGC_1994,Virus,Siphoviridae,Siphoviridae
SMGC_1995,Virus,Siphoviridae,Siphoviridae
SMGC_1996,Virus,Siphoviridae,Siphoviridae
SMGC_2020,Virus,Unassigned,Unassigned
SMGC_2016,Virus,Podoviridae,Podoviridae
SMGC_2018,Virus,Siphoviridae,Siphoviridae
SMGC_2009,Virus,Siphoviridae,Siphoviridae
SMGC_2011,Virus,Siphoviridae,Siphoviridae
SMGC_2010,Virus,Myoviridae,Myoviridae
SMGC_2015,Virus,Podoviridae,Podoviridae
SMGC_2013,Virus,Siphoviridae,Siphoviridae
SMGC_2019,Virus,Siphoviridae,Siphoviridae
SMGC_2014,Virus,Siphoviridae,Siphoviridae
SMGC_2008,Virus,Unassigned,Unassigned
SMGC_2017,Virus,Siphoviridae,Siphoviridae
SMGC_2012,Virus,Siphoviridae,Siphoviridae
SMGC_2026,Virus,Siphoviridae,Siphoviridae
SMGC_2025,Virus,Siphoviridae,Siphoviridae
SMGC_2022,Virus,Siphoviridae,Siphoviridae
SMGC_2023,Virus,Siphoviridae,Siphoviridae
SMGC_2036,Virus,Siphoviridae,Siphoviridae
SMGC_2029,Virus,Siphoviridae,Siphoviridae
SMGC_2035,Virus,Siphoviridae,Siphoviridae
SMGC_2027,Virus,Siphoviridae,Siphoviridae
SMGC_2028,Virus,Siphoviridae,Siphoviridae
SMGC_2033,Virus,Siphoviridae,Siphoviridae
SMGC_2030,Virus,Other,Other
SMGC_2031,Virus,Siphoviridae,Siphoviridae
SMGC_2021,Virus,Other,Other
SMGC_2024,Virus,Siphoviridae,Siphoviridae
SMGC_2038,Virus,Siphoviridae,Siphoviridae
SMGC_2034,Virus,Siphoviridae,Siphoviridae
SMGC_2032,Virus,Siphoviridae,Siphoviridae
SMGC_2039,Virus,Siphoviridae,Siphoviridae
SMGC_2037,Virus,Myoviridae,Myoviridae
SMGC_2042,Virus,Myoviridae,Myoviridae
SMGC_2041,Virus,Siphoviridae,Siphoviridae
SMGC_2040,Virus,Other,Other
SMGC_2043,Virus,Myoviridae,Myoviridae
SMGC_2044,Virus,Papillomaviridae,Papillomaviridae
SMGC_2045,Virus,Siphoviridae,Siphoviridae
SMGC_2046,Virus,Myoviridae,Myoviridae
SMGC_2047,Virus,Siphoviridae,Siphoviridae
SMGC_2063,Virus,Siphoviridae,Siphoviridae
SMGC_2050,Virus,Siphoviridae,Siphoviridae
SMGC_2071,Virus,Myoviridae,Myoviridae
SMGC_2054,Virus,Siphoviridae,Siphoviridae
SMGC_2055,Virus,Siphoviridae,Siphoviridae
SMGC_2056,Virus,Myoviridae,Myoviridae
SMGC_2057,Virus,Other,Other
SMGC_2059,Virus,Other,Other
SMGC_2058,Virus,Other,Other
SMGC_2049,Virus,Other,Other
SMGC_2061,Virus,Siphoviridae,Siphoviridae
SMGC_2068,Virus,Other,Other
SMGC_2051,Virus,Myoviridae,Myoviridae
SMGC_2052,Virus,Siphoviridae,Siphoviridae
SMGC_2065,Virus,Myoviridae,Myoviridae
SMGC_2053,Virus,Siphoviridae,Siphoviridae
SMGC_2067,Virus,Siphoviridae,Siphoviridae
SMGC_2064,Virus,Other,Other
SMGC_2069,Virus,Myoviridae,Myoviridae
SMGC_2062,Virus,Siphoviridae,Siphoviridae
SMGC_2070,Virus,Siphoviridae,Siphoviridae
SMGC_2048,Virus,Siphoviridae,Siphoviridae
SMGC_2060,Virus,Siphoviridae,Siphoviridae
SMGC_2066,Virus,Siphoviridae,Siphoviridae
SMGC_2075,Virus,Siphoviridae,Siphoviridae
SMGC_2072,Virus,Siphoviridae,Siphoviridae
SMGC_2076,Virus,Siphoviridae,Siphoviridae
SMGC_2078,Virus,Siphoviridae,Siphoviridae
SMGC_2073,Virus,Siphoviridae,Siphoviridae
SMGC_2074,Virus,Siphoviridae,Siphoviridae
SMGC_2077,Virus,Siphoviridae,Siphoviridae
SMGC_2080,Virus,Other,Other
SMGC_2079,Virus,Other,Other
SMGC_2111,Virus,Unassigned,Unassigned
SMGC_2112,Virus,Siphoviridae,Siphoviridae
SMGC_2081,Virus,Siphoviridae,Siphoviridae
SMGC_2114,Virus,Siphoviridae,Siphoviridae
SMGC_2115,Virus,Siphoviridae,Siphoviridae
SMGC_2116,Virus,Siphoviridae,Siphoviridae
SMGC_2082,Virus,Siphoviridae,Siphoviridae
SMGC_2083,Virus,Siphoviridae,Siphoviridae
SMGC_2092,Virus,Siphoviridae,Siphoviridae
SMGC_2120,Virus,Siphoviridae,Siphoviridae
SMGC_2121,Virus,Inoviridae,Inoviridae
SMGC_2122,Virus,Siphoviridae,Siphoviridae
SMGC_2123,Virus,Siphoviridae,Siphoviridae
SMGC_2097,Virus,Siphoviridae,Siphoviridae
SMGC_2125,Virus,Other,Other
SMGC_2086,Virus,Siphoviridae,Siphoviridae
SMGC_2127,Virus,Myoviridae,Myoviridae
SMGC_2128,Virus,Siphoviridae,Siphoviridae
SMGC_2129,Virus,Siphoviridae,Siphoviridae
SMGC_2130,Virus,Myoviridae,Myoviridae
SMGC_2131,Virus,Siphoviridae,Siphoviridae
SMGC_2132,Virus,Myoviridae,Myoviridae
SMGC_2133,Virus,Myoviridae,Myoviridae
SMGC_2134,Virus,Inoviridae,Inoviridae
SMGC_2135,Virus,Siphoviridae,Siphoviridae
SMGC_2136,Virus,Siphoviridae,Siphoviridae
SMGC_2124,Virus,Myoviridae,Myoviridae
SMGC_2098,Virus,Siphoviridae,Siphoviridae
SMGC_2099,Virus,Siphoviridae,Siphoviridae
SMGC_2100,Virus,Other,Other
SMGC_2101,Virus,Myoviridae,Myoviridae
SMGC_2102,Virus,Siphoviridae,Siphoviridae
SMGC_2103,Virus,Siphoviridae,Siphoviridae
SMGC_2140,Virus,Other,Other
SMGC_2093,Virus,Other,Other
SMGC_2104,Virus,Siphoviridae,Siphoviridae
SMGC_2107,Virus,Siphoviridae,Siphoviridae
SMGC_2144,Virus,Siphoviridae,Siphoviridae
SMGC_2145,Virus,Other,Other
SMGC_2137,Virus,Unassigned,Unassigned
SMGC_2138,Virus,Other,Other
SMGC_2126,Virus,Other,Other
SMGC_2113,Virus,Other,Other
SMGC_2084,Virus,Myoviridae,Myoviridae
SMGC_2142,Virus,Siphoviridae,Siphoviridae
SMGC_2139,Virus,Siphoviridae,Siphoviridae
SMGC_2117,Virus,Other,Other
SMGC_2118,Virus,Siphoviridae,Siphoviridae
SMGC_2119,Virus,Siphoviridae,Siphoviridae
SMGC_2143,Virus,Siphoviridae,Siphoviridae
SMGC_2147,Virus,Other,Other
SMGC_2148,Virus,Unassigned,Unassigned
SMGC_2146,Virus,Myoviridae,Myoviridae
SMGC_2096,Virus,Myoviridae,Myoviridae
SMGC_2095,Virus,Other,Other
SMGC_2085,Virus,Other,Other
SMGC_2141,Virus,Other,Other
SMGC_2089,Virus,Other,Other
SMGC_2087,Virus,Myoviridae,Myoviridae
SMGC_2088,Virus,Other,Other
SMGC_2090,Virus,Siphoviridae,Siphoviridae
SMGC_2091,Virus,Siphoviridae,Siphoviridae
SMGC_2105,Virus,Unassigned,Unassigned
SMGC_2106,Virus,Siphoviridae,Siphoviridae
SMGC_2094,Virus,Siphoviridae,Siphoviridae
SMGC_2108,Virus,Siphoviridae,Siphoviridae
SMGC_2109,Virus,Unassigned,Unassigned
SMGC_2110,Virus,Siphoviridae,Siphoviridae
SMGC_2149,Virus,Siphoviridae,Siphoviridae
SMGC_2151,Virus,Myoviridae,Myoviridae
SMGC_2150,Virus,Siphoviridae,Siphoviridae
SMGC_2152,Virus,Unassigned,Unassigned
SMGC_2153,Virus,Siphoviridae,Siphoviridae
SMGC_2156,Virus,Myoviridae,Myoviridae
SMGC_2155,Virus,Siphoviridae,Siphoviridae
SMGC_2158,Virus,Siphoviridae,Siphoviridae
SMGC_2160,Virus,Siphoviridae,Siphoviridae
SMGC_2169,Virus,Siphoviridae,Siphoviridae
SMGC_2159,Virus,Podoviridae,Podoviridae
SMGC_2164,Virus,Myoviridae,Myoviridae
SMGC_2154,Virus,Siphoviridae,Siphoviridae
SMGC_2166,Virus,Siphoviridae,Siphoviridae
SMGC_2163,Virus,Siphoviridae,Siphoviridae
SMGC_2157,Virus,Siphoviridae,Siphoviridae
SMGC_2165,Virus,Siphoviridae,Siphoviridae
SMGC_2168,Virus,Siphoviridae,Siphoviridae
SMGC_2167,Virus,Siphoviridae,Siphoviridae
SMGC_2161,Virus,Other,Other
SMGC_2162,Virus,Other,Other
SMGC_2170,Virus,Siphoviridae,Siphoviridae
SMGC_2173,Virus,Siphoviridae,Siphoviridae
SMGC_2175,Virus,Siphoviridae,Siphoviridae
SMGC_2174,Virus,Siphoviridae,Siphoviridae
SMGC_2171,Virus,Siphoviridae,Siphoviridae
SMGC_2172,Virus,Siphoviridae,Siphoviridae
SMGC_2179,Virus,Podoviridae,Podoviridae
SMGC_2178,Virus,Siphoviridae,Siphoviridae
SMGC_2177,Virus,Siphoviridae,Siphoviridae
SMGC_2182,Virus,Siphoviridae,Siphoviridae
SMGC_2183,Virus,Siphoviridae,Siphoviridae
SMGC_2188,Virus,Siphoviridae,Siphoviridae
SMGC_2180,Virus,Siphoviridae,Siphoviridae
SMGC_2181,Virus,Siphoviridae,Siphoviridae
SMGC_2176,Virus,Podoviridae,Podoviridae
SMGC_2197,Virus,Podoviridae,Podoviridae
SMGC_2194,Virus,Other,Other
SMGC_2190,Virus,Siphoviridae,Siphoviridae
SMGC_2191,Virus,Siphoviridae,Siphoviridae
SMGC_2192,Virus,Myoviridae,Myoviridae
SMGC_2184,Virus,Other,Other
SMGC_2185,Virus,Siphoviridae,Siphoviridae
SMGC_2195,Virus,Unassigned,Unassigned
SMGC_2196,Virus,Siphoviridae,Siphoviridae
SMGC_2193,Virus,Siphoviridae,Siphoviridae
SMGC_2189,Virus,Myoviridae,Myoviridae
SMGC_2186,Virus,Siphoviridae,Siphoviridae
SMGC_2198,Virus,Siphoviridae,Siphoviridae
SMGC_2187,Virus,Siphoviridae,Siphoviridae
SMGC_2199,Virus,Myoviridae,Myoviridae
SMGC_2200,Virus,Siphoviridae,Siphoviridae
SMGC_2203,Virus,Siphoviridae,Siphoviridae
SMGC_2204,Virus,Unassigned,Unassigned
SMGC_2202,Virus,Unassigned,Unassigned
SMGC_2201,Virus,Other,Other
SMGC_2205,Virus,Other,Other
SMGC_2210,Virus,Siphoviridae,Siphoviridae
SMGC_2208,Virus,Siphoviridae,Siphoviridae
SMGC_2209,Virus,Other,Other
SMGC_2206,Virus,Other,Other
SMGC_2207,Virus,Mimiviridae,Mimiviridae
SMGC_2212,Virus,Siphoviridae,Siphoviridae
SMGC_2215,Virus,Siphoviridae,Siphoviridae
SMGC_2213,Virus,Siphoviridae,Siphoviridae
SMGC_2211,Virus,Phycodnaviridae,Phycodnaviridae
SMGC_2216,Virus,Siphoviridae,Siphoviridae
SMGC_2214,Virus,Siphoviridae,Siphoviridae
SMGC_2247,Virus,Myoviridae,Myoviridae
SMGC_2248,Virus,Podoviridae,Podoviridae
SMGC_2249,Virus,Siphoviridae,Siphoviridae
SMGC_2250,Virus,Siphoviridae,Siphoviridae
SMGC_2251,Virus,Myoviridae,Myoviridae
SMGC_2252,Virus,Myoviridae,Myoviridae
SMGC_2253,Virus,Myoviridae,Myoviridae
SMGC_2254,Virus,Siphoviridae,Siphoviridae
SMGC_2255,Virus,Siphoviridae,Siphoviridae
SMGC_2256,Virus,Siphoviridae,Siphoviridae
SMGC_2257,Virus,Siphoviridae,Siphoviridae
SMGC_2258,Virus,Myoviridae,Myoviridae
SMGC_2259,Virus,Siphoviridae,Siphoviridae
SMGC_2260,Virus,Myoviridae,Myoviridae
SMGC_2261,Virus,Siphoviridae,Siphoviridae
SMGC_2262,Virus,Myoviridae,Myoviridae
SMGC_2263,Virus,Myoviridae,Myoviridae
SMGC_2264,Virus,Podoviridae,Podoviridae
SMGC_2265,Virus,Podoviridae,Podoviridae
SMGC_2229,Virus,Siphoviridae,Siphoviridae
SMGC_2226,Virus,Myoviridae,Myoviridae
SMGC_2268,Virus,Myoviridae,Myoviridae
SMGC_2269,Virus,Podoviridae,Podoviridae
SMGC_2270,Virus,Myoviridae,Myoviridae
SMGC_2271,Virus,Siphoviridae,Siphoviridae
SMGC_2272,Virus,Siphoviridae,Siphoviridae
SMGC_2273,Virus,Myoviridae,Myoviridae
SMGC_2274,Virus,Podoviridae,Podoviridae
SMGC_2275,Virus,Podoviridae,Podoviridae
SMGC_2219,Virus,Siphoviridae,Siphoviridae
SMGC_2277,Virus,Siphoviridae,Siphoviridae
SMGC_2278,Virus,Myoviridae,Myoviridae
SMGC_2279,Virus,Myoviridae,Myoviridae
SMGC_2280,Virus,Siphoviridae,Siphoviridae
SMGC_2281,Virus,Siphoviridae,Siphoviridae
SMGC_2282,Virus,Myoviridae,Myoviridae
SMGC_2283,Virus,Myoviridae,Myoviridae
SMGC_2284,Virus,Siphoviridae,Siphoviridae
SMGC_2244,Virus,Myoviridae,Myoviridae
SMGC_2230,Virus,Siphoviridae,Siphoviridae
SMGC_2246,Virus,Siphoviridae,Siphoviridae
SMGC_2288,Virus,Siphoviridae,Siphoviridae
SMGC_2217,Virus,Siphoviridae,Siphoviridae
SMGC_2222,Virus,Inoviridae,Inoviridae
SMGC_2223,Virus,Siphoviridae,Siphoviridae
SMGC_2292,Virus,Myoviridae,Myoviridae
SMGC_2293,Virus,Unassigned,Unassigned
SMGC_2294,Virus,Myoviridae,Myoviridae
SMGC_2295,Virus,Podoviridae,Podoviridae
SMGC_2296,Virus,Myoviridae,Myoviridae
SMGC_2297,Virus,Siphoviridae,Siphoviridae
SMGC_2243,Virus,Siphoviridae,Siphoviridae
SMGC_2231,Virus,Siphoviridae,Siphoviridae
SMGC_2232,Virus,Myoviridae,Myoviridae
SMGC_2233,Virus,Podoviridae,Podoviridae
SMGC_2225,Virus,Myoviridae,Myoviridae
SMGC_2235,Virus,Siphoviridae,Siphoviridae
SMGC_2236,Virus,Siphoviridae,Siphoviridae
SMGC_2237,Virus,Unassigned,Unassigned
SMGC_2306,Virus,Myoviridae,Myoviridae
SMGC_2307,Virus,Myoviridae,Myoviridae
SMGC_2308,Virus,Myoviridae,Myoviridae
SMGC_2309,Virus,Unassigned,Unassigned
SMGC_2310,Virus,Myoviridae,Myoviridae
SMGC_2311,Virus,Podoviridae,Podoviridae
SMGC_2312,Virus,Myoviridae,Myoviridae
SMGC_2313,Virus,Podoviridae,Podoviridae
